id_programa,nombre_programa,nivel_academico,nombre_facultad,modalidad,jornada
6529,COCINA BASICA,CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
6530,EMPRENDIMIENTO EN PRODUCCION DE FRUTALES PERENNES,CURSO ESPECIAL,CENTRO AGROECOLOGICO Y EMPRESARIAL,PRESENCIAL,COMPLETA
6531,BIOSEGURIDAD Y PLAN SANITARIO EN POLLO DE ENGORDE,CURSO ESPECIAL,CENTRO AGROEMPRESARIAL Y ACUICOLA,PRESENCIAL,COMPLETA
6532,PRODUCCION DE CAFE,AUXILIAR,CENTRO BIOTECNOLOGICO DEL CARIBE,PRESENCIAL,COMPLETA
6533,INSTALACION Y REPARACION DE RED DE FIBRA OPTICA,TECNICO,"CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES",PRESENCIAL,COMPLETA
6534,RECURSOS HUMANOS .,TECNICO,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
6535,PISCICULTURA.,OPERARIO,CENTRO BIOTECNOLOGICO DEL CARIBE,PRESENCIAL,COMPLETA
6536,MONITOREO AMBIENTAL,TECNICO,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",PRESENCIAL,COMPLETA
6537,MODELADO 3D PARA LA INDUSTRIA,TECNICO,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,PRESENCIAL,COMPLETA
6538,PLANIFICACION DE UN SISTEMA DE GESTION DE LA CALIDAD - NTC ISO 9001,CURSO ESPECIAL,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,VIRTUAL,COMPLETA
6539,EMPRENDEDOR EN AGRICULTURA URBANA,CURSO ESPECIAL,CENTRO DE TECNOLOGIAS AGROINDUSTRIALES,PRESENCIAL,COMPLETA
6540,FUNDAMENTOS BASICOS DEL MERCADO DE VALORES PARA EL INVERSIONISTA.,CURSO ESPECIAL,CENTRO DE COMERCIO Y SERVICIOS,VIRTUAL,COMPLETA
6541,SISTEMAS TELEINFORMATICOS,TECNICO,CENTRO DE AUTOMATIZACION INDUSTRIAL,PRESENCIAL,COMPLETA
6542,CULTIVOS AGRICOLAS,TECNICO,CENTRO DE PRODUCCION Y TRANSFORMACION AGROINDUSTRIAL DE LA ORINOQUIA,PRESENCIAL,COMPLETA
6543,APLICACION DE LAS BUENAS PRACTICAS AGRICOLAS,CURSO ESPECIAL,CENTRO AGROECOLOGICO Y EMPRESARIAL,PRESENCIAL,COMPLETA
6544,CONSERVACION DE RECURSOS NATURALES,TECNICO,CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO,PRESENCIAL,COMPLETA
6545,PRODUCCION DE MANGA Y ANIME,CURSO ESPECIAL,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
6546,MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.,TECNICO,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,PRESENCIAL,COMPLETA
6547,ACCIONES BASICAS PARA LA ATENCION DE UNA PERSONA CON AFECTACION DE LA SALUD,CURSO ESPECIAL,CENTRO AGROPECUARIO DE BUGA,VIRTUAL,COMPLETA
6548,PATRONAJE Y ESCALADO DE PANTALON,CURSO ESPECIAL,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,PRESENCIAL,COMPLETA
6549,ENGLISH DOES WORK - LEVEL 5,CURSO ESPECIAL,CENTRO DE DISEÑO Y METROLOGIA,VIRTUAL,COMPLETA
6550,PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS,TECNICO,CENTRO AMBIENTAL Y ECOTURISTICO DEL NORORIENTE AMAZONICO,PRESENCIAL,COMPLETA
6551,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,CENTRO PARA LA INDUSTRIA PETROQUIMICA,PRESENCIAL,COMPLETA
6552,CUALIDADES FISICAS EN EL ENTRENAMIENTO DEPORTIVO,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL,PRESENCIAL,COMPLETA
6553,SISTEMAS TELEINFORMATICOS,TECNICO,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,PRESENCIAL,COMPLETA
6554,ELABORACION DE COMPLEMENTOS DE MODA EN BISUTERIA,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO,PRESENCIAL,COMPLETA
6555,CONTROL DE CALIDAD EN CONFECCION INDUSTRIAL,TECNICO,CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL,VIRTUAL,COMPLETA
6556,OPERACIONES COMERCIALES EN RETAIL,TECNICO,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,VIRTUAL,COMPLETA
6557,PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR,TECNICO,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,PRESENCIAL,COMPLETA
6558,GESTION DE MERCADOS,TECNOLOGO,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",PRESENCIAL,COMPLETA
6559,OPERACION TURISTICA LOCAL,TECNICO,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
6560,FORMULACION Y EVALUACION DE PROYECTOS,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL,PRESENCIAL,COMPLETA
6561,CONSTRUCCION BASICA,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DE ENERGIAS ALTERNATIVAS,PRESENCIAL,COMPLETA
6562,BORDADO ESPAÑOL,CURSO ESPECIAL,CENTRO ATENCION SECTOR AGROPECUARIO,PRESENCIAL,COMPLETA
6563,COREL DRAW - UTILIZACION DE HERRAMIENTAS DE DISEÑO VECTORIAL,CURSO ESPECIAL,CENTRO NACIONAL DE ASISTENCIA TECNICA A LA INDUSTRIA - ASTIN,VIRTUAL,COMPLETA
6564,INGLES BASICO - NIVEL 2,CURSO ESPECIAL,CENTRO DE LA CONSTRUCCION,PRESENCIAL,COMPLETA
6565,AGROINDUSTRIA PANELERA,TECNICO,CENTRO AGROPECUARIO,PRESENCIAL,COMPLETA
6566,ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,TECNOLOGO,CENTRO INDUSTRIAL Y DE AVIACION,PRESENCIAL,COMPLETA
6567,PROCESAMIENTO DE CARNES,TECNICO,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
6568,ANALISIS FINANCIERO.,CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",VIRTUAL,COMPLETA
6569,OPERACION DE MAQUINAS DE PROCESOS TEXTILES,CURSO ESPECIAL,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,PRESENCIAL,COMPLETA
6570,APLICACION DEL REGLAMENTO TECNICO PARA REDES INTERNAS DE TELECOMUNICACIONES,CURSO ESPECIAL,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,VIRTUAL,COMPLETA
6571,PANIFICACION.,TECNICO,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
6572,EMPRENDIMIENTO EN PRODUCCION DE CACAO,CURSO ESPECIAL,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,PRESENCIAL,COMPLETA
6573,OPERACION DE ALOJAMIENTOS RURALES,TECNICO,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,PRESENCIAL,COMPLETA
6574,PERFILACION SENSORIAL DEL CAFE,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,PRESENCIAL,COMPLETA
6575,MANTENIMIENTO DE VEHICULOS LIVIANOS,TECNICO,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
6576,MANTENIMIENTO DE VEHICULOS LIVIANOS,TECNICO,CENTRO TECNOLOGICO DE LA AMAZONIA,PRESENCIAL,COMPLETA
6577,SERVICIOS Y OPERACIONES MICROFINANCIERAS,TECNICO,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,VIRTUAL,COMPLETA
6578,PASTELERIA,TECNICO,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
6579,IMPLEMENTACION DE VARIADORES DE FRECUENCIA EN LA AUTOMATIZACION INDUSTRIAL,CURSO ESPECIAL,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,PRESENCIAL,COMPLETA
6580,MANEJO BASICO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL,CURSO ESPECIAL,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,PRESENCIAL,COMPLETA
6581,EJECUCION DE PROGRAMAS DEPORTIVOS.,TECNICO,"CENTRO DE DESARROLLO AGROINDUSTRIAL, TURISTICO Y TECNOLOGICO DEL GUAVIARE",PRESENCIAL,COMPLETA
6582,CORTES PARA PIEZAS ESTRUCTURALES EN GUADUA.,CURSO ESPECIAL,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
6583,CONSTRUCCION DE EDIFICACIONES,TECNICO,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,PRESENCIAL,COMPLETA
6584,DESARROLLO DE MEDIOS GRAFICOS VISUALES,TECNOLOGO,CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,VIRTUAL,COMPLETA
6585,GESTION DE RECURSOS EN PLANTAS DE PRODUCCION,TECNOLOGO,CENTRO DE INDUSTRIA Y CONSTRUCCION,PRESENCIAL,COMPLETA
6586,BOMBAS LINEALES MECANICAS,CURSO ESPECIAL,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,VIRTUAL,COMPLETA
6587,MANEJO AGROECOLOGICO DE SUELOS,CURSO ESPECIAL,CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS,PRESENCIAL,COMPLETA
6588,INTEGRACION DE OPERACIONES LOGISTICAS,TECNICO,CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO,PRESENCIAL,COMPLETA
6589,PRIMEROS AUXILIOS,CURSO ESPECIAL,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,PRESENCIAL,COMPLETA
6590,APLICACION DE PINTURA EN MADERA.,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,PRESENCIAL,COMPLETA
6591,COCINA FRIA NACIONAL E INTERNACIONAL,CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
6592,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
6593,GESTION DE REDES DE DATOS,TECNOLOGO,CENTRO DE INDUSTRIA Y CONSTRUCCION,PRESENCIAL,COMPLETA
