id_estudiante,tipo_iden_est,edad,grupo_edad,genero,estrato,estrato_num,grupo_estrato,origen_geografico,departamento,lugar_expedicion
795,C.C.,25,21-25,F,2,2.0,BAJO,PUENTE NACIONAL,PUENTE,PUENTE NACIONAL
796,C.C.,22,21-25,M,3,3.0,MEDIO,SAN GIL,SAN,BARBOSA
797,C.C.,56,31+,F,1,1.0,BAJO,NEIVA,NEIVA,NEIVA
798,C.C.,20,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
799,C.C.,21,21-25,M,1,1.0,BAJO,TIMBÍO,TIMBÍO,TIMBÍO
800,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
801,C.C.,24,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
802,C.C.,20,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
803,T.I.,19,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
804,C.C.,23,21-25,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTA D.E
805,C.C.,37,31+,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
806,C.C.,30,26-30,M,2,2.0,BAJO,VILLAPINZÓN,VILLAPINZÓN,VILLAPINZÓN
807,C.C.,26,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
808,C.C.,29,26-30,M,2,2.0,BAJO,CHOCONTÁ,CHOCONTÁ,BOGOTÁ D.C.
809,C.C.,25,21-25,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,DUITAMA
810,C.C.,23,21-25,M,1,1.0,BAJO,VIRACACHÁ,VIRACACHÁ,TUNJA
811,C.C.,23,21-25,F,2,2.0,BAJO,IZA,IZA,IZA
812,T.I.,21,21-25,M,3,3.0,MEDIO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CALDAS
813,C.C.,20,16-20,F,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
814,C.C.,25,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
815,T.I.,19,16-20,M,2,2.0,BAJO,VILLA DE LEYVA,VILLA,VILLA DE LEYVA
816,C.C.,34,31+,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
817,C.C.,24,21-25,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,TUNJA
818,C.C.,27,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
819,C.C.,23,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
820,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
821,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
822,C.C.,23,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
823,C.C.,24,21-25,M,2,2.0,BAJO,PAZ DE RÍO,PAZ,TUNJA
824,C.C.,34,31+,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
825,C.C.,22,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,ARCABUCO
826,C.C.,31,31+,F,3,3.0,MEDIO,TUTA,TUTA,TUNJA
827,C.C.,36,31+,F,SIN INFORMACIÓN,,,BOGOTA D.E,BOGOTA,DUITAMA
828,C.C.,44,31+,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
829,C.C.,25,21-25,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTA D.E
830,C.C.,21,21-25,M,1,1.0,BAJO,LA UVITA,LA,LA UVITA
831,C.C.,22,21-25,M,2,2.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
832,C.C.,26,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
833,C.C.,38,31+,M,SIN INFORMACIÓN,,,YOPAL,YOPAL,YOPAL
834,C.C.,34,31+,M,SIN INFORMACIÓN,,,BOGOTÁ D.C.,BOGOTÁ,BUCARAMANGA
835,C.C.,37,31+,F,SIN INFORMACIÓN,,,SOATÁ,SOATÁ,BOGOTA D.E
836,C.C.,26,26-30,F,SIN INFORMACIÓN,,,YOPAL,YOPAL,BOGOTÁ D.C.
837,C.C.,40,31+,M,SIN INFORMACIÓN,,,BOGOTA D.E,BOGOTA,BOGOTA D.E
838,C.C.,27,26-30,F,SIN INFORMACIÓN,,,DUITAMA,DUITAMA,PAIPA
839,C.C.,38,31+,M,SIN INFORMACIÓN,,,QUIBDÓ,QUIBDÓ,QUIBDÓ
840,C.C.,22,21-25,M,2,2.0,BAJO,SAMACÁ,SAMACÁ,SAMACÁ
841,C.C.,20,16-20,M,2,2.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,RAMIRIQUÍ
842,C.C.,23,21-25,M,3,3.0,MEDIO,VILLAPINZÓN,VILLAPINZÓN,VILLAPINZÓN
843,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
844,C.C.,52,31+,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
845,C.C.,29,26-30,M,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
846,T.I.,19,16-20,M,2,2.0,BAJO,MOTAVITA,MOTAVITA,MOTAVITA
847,C.C.,26,26-30,M,1,1.0,BAJO,SORA,SORA,SORA
848,C.C.,27,26-30,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
849,C.C.,20,16-20,F,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,BOGOTA D.E
850,C.C.,31,31+,M,1,1.0,BAJO,CAMPOHERMOSO,CAMPOHERMOSO,SAN JOSÉ DEL GUAVIARE
851,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
852,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
853,C.C.,37,31+,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
854,C.C.,29,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
855,C.C.,33,31+,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
856,T.I.,20,16-20,M,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,AQUITANIA
857,T.I.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SAN LUIS DE PALENQUE
858,C.C.,24,21-25,M,1,1.0,BAJO,TAURAMENA,TAURAMENA,TAURAMENA
859,C.C.,27,26-30,M,2,2.0,BAJO,NOBSA,NOBSA,NOBSA
860,C.C.,23,21-25,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,TUNJA
861,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
862,C.C.,33,31+,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
863,C.C.,23,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
864,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,PAIPA
865,C.C.,29,26-30,F,2,2.0,BAJO,NEIVA,NEIVA,NEIVA
866,C.C.,32,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
867,C.C.,36,31+,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
868,C.C.,22,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
869,T.I.,20,16-20,M,1,1.0,BAJO,CHITA,CHITA,CHITA
870,C.C.,27,26-30,F,2,2.0,BAJO,PESCA,PESCA,PESCA
871,C.C.,30,26-30,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,BUCARAMANGA
872,T.I.,20,16-20,M,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
873,C.C.,21,21-25,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,GUATEQUE
874,C.C.,24,21-25,M,2,2.0,BAJO,SUBA (BOGOTA D.E.),SUBA,BOGOTA D.E
875,C.C.,30,26-30,F,2,2.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
876,T.I.,21,21-25,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TINJACÁ
877,C.C.,22,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
878,C.C.,23,21-25,M,SIN INFORMACIÓN,,,VILLA DE LEYVA,VILLA,VILLA DE LEYVA
879,C.C.,42,31+,M,4,4.0,MEDIO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,BOGOTÁ D.C.
880,C.C.,36,31+,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,USME
881,C.C.,29,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
882,C.C.,26,26-30,F,2,2.0,BAJO,NUEVO COLÓN,NUEVO,NUEVO COLÓN
883,C.C.,20,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
884,C.C.,28,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
885,C.C.,37,31+,M,2,2.0,BAJO,SATIVASUR,SATIVASUR,TUNJA
886,T.I.,22,21-25,F,2,2.0,BAJO,MIRAFLORES,MIRAFLORES,SAN EDUARDO
887,C.C.,20,16-20,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
888,C.C.,21,21-25,M,1,1.0,BAJO,LA VEGA,LA,PAZ DE ARIPORO
889,C.C.,30,26-30,M,2,2.0,BAJO,EL ESPINO,EL,EL ESPINO
890,T.I.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,CÓMBITA
891,C.C.,25,21-25,M,2,2.0,BAJO,ENGATIVA,ENGATIVA,SUBA (BOGOTA D.E.)
892,T.I.,20,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
893,C.C.,20,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
894,C.C.,28,26-30,F,1,1.0,BAJO,CANALETE,CANALETE,CANALETE
895,C.C.,28,26-30,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CALDAS
896,C.C.,44,31+,F,1,1.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
897,T.I.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
898,C.C.,20,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
899,C.C.,24,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
900,C.C.,34,31+,F,2,2.0,BAJO,SINCELEJO,SINCELEJO,COROZAL
901,C.C.,30,26-30,F,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,BOGOTA D.E
902,C.C.,35,31+,M,2,2.0,BAJO,PORE,PORE,YOPAL
903,C.C.,35,31+,M,3,3.0,MEDIO,TUNJA,TUNJA,CAMPOHERMOSO
904,C.C.,20,16-20,M,2,2.0,BAJO,ZIPAQUIRÁ,ZIPAQUIRÁ,VILLAPINZÓN
905,C.C.,27,26-30,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
906,C.C.,43,31+,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
907,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
908,C.C.,31,31+,F,3,3.0,MEDIO,MIRAFLORES,MIRAFLORES,TUNJA
909,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
910,C.C.,31,31+,F,2,2.0,BAJO,TUNJA,TUNJA,BOGOTÁ D.C.
911,C.C.,25,21-25,F,2,2.0,BAJO,BOYACÁ,BOYACÁ,BOYACÁ
912,C.C.,23,21-25,F,2,2.0,BAJO,ZETAQUIRA,ZETAQUIRA,ZETAQUIRA
913,C.C.,21,21-25,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,ACACÍAS
914,C.C.,34,31+,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
915,C.C.,35,31+,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
916,C.C.,28,26-30,F,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
917,C.C.,26,26-30,F,1,1.0,BAJO,BOGOTA D.E,BOGOTA,GARAGOA
918,C.C.,32,31+,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
919,C.C.,33,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
920,C.C.,22,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,TUNJA
921,C.C.,29,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
922,C.C.,28,26-30,F,1,1.0,BAJO,SOATÁ,SOATÁ,SOATÁ
923,C.C.,26,26-30,F,1,1.0,BAJO,NEIVA,NEIVA,DUITAMA
924,C.C.,26,26-30,F,1,1.0,BAJO,GARAGOA,GARAGOA,GARAGOA
925,C.C.,36,31+,F,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
926,C.C.,21,21-25,F,1,1.0,BAJO,SAN LUIS DE GACENO,SAN,YOPAL
927,C.C.,23,21-25,F,2,2.0,BAJO,PORE,PORE,PORE
928,C.C.,22,21-25,F,1,1.0,BAJO,GARAGOA,GARAGOA,GARAGOA
929,C.C.,41,31+,M,1,1.0,BAJO,GUATEQUE,GUATEQUE,GUATEQUE
930,C.C.,36,31+,F,1,1.0,BAJO,SAN LUIS DE GACENO,SAN,SAN LUIS DE GACENO
931,C.C.,30,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
932,C.C.,25,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
933,C.C.,43,31+,F,3,3.0,MEDIO,BOGOTA D.E,BOGOTA,BOGOTA D.E
934,C.C.,30,26-30,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTA D.E
935,C.C.,35,31+,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
936,C.C.,38,31+,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,PAIPA
937,C.C.,29,26-30,M,2,2.0,BAJO,SOPÓ,SOPÓ,DUITAMA
938,C.C.,34,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
939,C.C.,31,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,TUNJA
940,C.C.,21,21-25,F,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
941,C.C.,30,26-30,F,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
942,C.C.,21,21-25,F,2,2.0,BAJO,MEDELLÍN,MEDELLÍN,BUCARAMANGA
943,C.C.,25,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,COVEÑAS
944,C.C.,24,21-25,F,1,1.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
945,C.C.,24,21-25,F,2,2.0,BAJO,PORE,PORE,YOPAL
946,C.C.,26,26-30,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
947,C.C.,23,21-25,F,1,1.0,BAJO,TAURAMENA,TAURAMENA,AGUAZUL
948,C.C.,31,31+,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
949,C.C.,22,21-25,M,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
950,C.C.,26,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
951,C.C.,21,21-25,F,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
952,C.C.,28,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
953,C.C.,31,31+,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
954,C.C.,23,21-25,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
955,C.C.,21,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
956,C.C.,24,21-25,M,1,1.0,BAJO,CAMPOHERMOSO,CAMPOHERMOSO,CAMPOHERMOSO
957,C.C.,23,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
958,C.C.,26,26-30,M,2,2.0,BAJO,VENTAQUEMADA,VENTAQUEMADA,TUNJA
959,C.C.,27,26-30,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
960,C.C.,34,31+,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
961,C.C.,45,31+,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTA D.E
962,C.C.,22,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
963,C.C.,24,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
964,C.C.,21,21-25,M,2,2.0,BAJO,LABRANZAGRANDE,LABRANZAGRANDE,PAYA
965,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
966,C.C.,26,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
967,T.I.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
968,C.C.,24,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,PAIPA
969,C.C.,27,26-30,M,1,1.0,BAJO,VILLANUEVA,VILLANUEVA,BUCARAMANGA
970,C.C.,23,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,SOTAQUIRÁ
971,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,MIRAFLORES
972,C.C.,21,21-25,M,1,1.0,BAJO,MOTAVITA,MOTAVITA,MOTAVITA
973,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
974,C.C.,22,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
975,C.C.,23,21-25,F,2,2.0,BAJO,MIRAFLORES,MIRAFLORES,MIRAFLORES
976,C.C.,21,21-25,M,2,2.0,BAJO,MAICAO,MAICAO,DUITAMA
977,C.C.,23,21-25,M,1,1.0,BAJO,TAME,TAME,TUNJA
978,C.C.,20,16-20,F,2,2.0,BAJO,CÓMBITA,CÓMBITA,CÓMBITA
979,C.C.,29,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
980,C.C.,23,21-25,M,3,3.0,MEDIO,ESPINAL,ESPINAL,MONIQUIRÁ
981,C.C.,20,16-20,M,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
982,C.C.,21,21-25,M,3,3.0,MEDIO,YOPAL,YOPAL,YOPAL
983,C.C.,19,16-20,M,2,2.0,BAJO,PASTO,PASTO,SOGAMOSO
984,T.I.,20,16-20,M,2,2.0,BAJO,SOACHA,SOACHA,SOGAMOSO
985,C.C.,23,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,RAMIRIQUÍ
986,C.C.,22,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTA D.E
987,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
988,C.C.,25,21-25,M,3,3.0,MEDIO,YOPAL,YOPAL,YOPAL
989,C.C.,27,26-30,M,3,3.0,MEDIO,TENZA,TENZA,TAURAMENA
990,T.I.,21,21-25,M,2,2.0,BAJO,PAUNA,PAUNA,PAUNA
991,C.C.,23,21-25,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,PUERTO LLERAS
992,C.C.,25,21-25,F,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
993,C.C.,22,21-25,M,1,1.0,BAJO,SOATÁ,SOATÁ,BOAVITA
994,T.I.,21,21-25,M,1,1.0,BAJO,CHITA,CHITA,MONIQUIRÁ
995,C.C.,25,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
996,C.C.,29,26-30,M,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,BOGOTÁ D.C.
997,C.C.,29,26-30,M,SIN INFORMACIÓN,,,BOGOTA D.E,BOGOTA,SANTA FE DE BOGOTA D.C
998,C.C.,27,26-30,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
999,C.C.,28,26-30,F,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1000,C.C.,29,26-30,M,SIN INFORMACIÓN,,,SOGAMOSO,SOGAMOSO,SOGAMOSO
1001,C.C.,75,31+,M,SIN INFORMACIÓN,,,SOGAMOSO,SOGAMOSO,SOGAMOSO
1002,C.C.,34,31+,F,SIN INFORMACIÓN,,,SANTA ROSA DE VITERBO,SANTA,SANTA ROSA DE VITERBO
1003,C.C.,32,31+,M,SIN INFORMACIÓN,,,TOCAIMA,TOCAIMA,BOGOTA D.E
1004,C.C.,31,31+,M,SIN INFORMACIÓN,,,BUCARAMANGA,BUCARAMANGA,BUCARAMANGA
1005,C.C.,46,31+,M,SIN INFORMACIÓN,,,BARRANQUILLA,BARRANQUILLA,TAUSA
1006,C.C.,36,31+,F,SIN INFORMACIÓN,,,BOGOTA D.E,BOGOTA,BOGOTA D.E
1007,C.C.,28,26-30,M,SIN INFORMACIÓN,,,GIRARDOT,GIRARDOT,GIRARDOT
1008,C.C.,29,26-30,F,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1009,C.C.,36,31+,M,SIN INFORMACIÓN,,,UBATE,UBATE,UBATE
1010,C.C.,30,26-30,M,SIN INFORMACIÓN,,,VILLANUEVA,VILLANUEVA,VILLANUEVA
1011,C.C.,30,26-30,M,SIN INFORMACIÓN,,,TUNJA,TUNJA,TUNJA
1012,C.C.,33,31+,M,SIN INFORMACIÓN,,,BOGOTÁ D.C.,BOGOTÁ,SUSA
1013,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1014,T.I.,21,21-25,M,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1015,C.C.,23,21-25,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,BOGOTA D.E
1016,C.C.,26,26-30,F,3,3.0,MEDIO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1017,C.C.,28,26-30,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1018,C.C.,23,21-25,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,SABOYÁ
1019,C.C.,22,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1020,C.C.,24,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
1021,C.C.,20,16-20,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SOGAMOSO
1022,C.C.,22,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1023,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1024,T.I.,20,16-20,M,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SOCHA
1025,C.C.,26,26-30,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1026,T.I.,20,16-20,M,2,2.0,BAJO,GRANADA,GRANADA,GRANADA
1027,C.C.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1028,C.C.,28,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1029,C.C.,23,21-25,F,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1030,T.I.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1031,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TOCA
1032,C.C.,28,26-30,M,2,2.0,BAJO,NÁTAGA,NÁTAGA,NÁTAGA
1033,C.C.,24,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,BELÉN
1034,C.C.,25,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,DUITAMA
1035,C.C.,21,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1036,C.C.,28,26-30,M,1,1.0,BAJO,SOTAQUIRÁ,SOTAQUIRÁ,SOTAQUIRÁ
1037,C.C.,25,21-25,M,1,1.0,BAJO,PAIPA,PAIPA,PAIPA
1038,C.C.,22,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
1039,C.C.,23,21-25,F,3,3.0,MEDIO,DUITAMA,DUITAMA,TIBASOSA
1040,C.C.,23,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1041,C.C.,21,21-25,M,2,2.0,BAJO,TIBASOSA,TIBASOSA,TIBASOSA
1042,C.C.,20,16-20,M,2,2.0,BAJO,NEIVA,NEIVA,SOGAMOSO
1043,C.C.,22,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1044,C.C.,28,26-30,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,DUITAMA
1045,T.I.,19,16-20,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1046,C.C.,25,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1047,C.C.,24,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,CÚCUTA
1048,T.I.,19,16-20,M,2,2.0,BAJO,PAYA,PAYA,SOGAMOSO
1049,C.C.,25,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1050,C.C.,23,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1051,C.C.,23,21-25,F,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1052,C.C.,22,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1053,C.C.,31,31+,F,SIN INFORMACIÓN,,,TUTAZÁ,TUTAZÁ,DUITAMA
1054,C.C.,31,31+,M,SIN INFORMACIÓN,,,MELGAR,MELGAR,MIRAFLORES
1055,C.C.,27,26-30,M,SIN INFORMACIÓN,,,DUITAMA,DUITAMA,DUITAMA
1056,T.I.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1057,T.I.,21,21-25,F,1,1.0,BAJO,TUNJA,TUNJA,SAMACÁ
1058,C.C.,20,16-20,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTA D.E
1059,C.C.,33,31+,M,2,2.0,BAJO,MONGUÍ,MONGUÍ,SOGAMOSO
1060,C.C.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1061,C.C.,23,21-25,M,1,1.0,BAJO,CURUMANÍ,CURUMANÍ,SOGAMOSO
1062,C.C.,24,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1063,C.C.,21,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
1064,T.I.,21,21-25,M,2,2.0,BAJO,BOGOTA D.E,BOGOTA,FACATATIVÁ
1065,C.C.,22,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1066,C.C.,21,21-25,M,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
1067,C.C.,35,31+,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
1068,T.I.,21,21-25,M,2,2.0,BAJO,NOBSA,NOBSA,TIBASOSA
1069,T.I.,22,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,TUNJA
1070,C.C.,24,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
1071,C.C.,20,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
