periodo,nombre_facultad,nombre_programa,jornada,modalidad,nombre_sede,tipo_iden_est,fecha_nacimiento,genero,estrato,nombre_estado,origen_geografico,lugar_expedicion,edad,grupo_edad,periodo_año,periodo_semestre,estrato_num,grupo_estrato,institucion,tipo_desercion,es_desertor
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,2000-05-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,URUMITA,URUMITA,23,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,2002-12-20,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,21,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1995-08-24,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TRINIDAD,TRINIDAD,28,26-30,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1997-10-11,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,SAMACÁ,SAMACÁ,26,26-30,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1986-10-08,F,3,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,37,31+,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1988-04-30,F,3,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,35,31+,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1996-01-09,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,27,26-30,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION DE SERVICIOS DE SALUD,OTRA,VIRTUAL,TUNJA,C.C.,1994-12-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,LANDÁZURI,JESÚS MARÍA,29,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1998-07-16,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,BOGOTA D.E,25,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1986-06-03,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,37,31+,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1998-03-05,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,25,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1993-03-12,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,30,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1987-10-21,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,36,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,T.I.,2003-02-28,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,AQUITANIA,20,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,2000-04-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,23,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1999-03-05,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,AQUITANIA,AQUITANIA,24,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,2003-02-07,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,PAUNA,FLORIÁN,20,16-20,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,T.I.,2003-07-26,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAUNA,PAUNA,20,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,2000-11-17,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,LA CALERA,LA CALERA,23,21-25,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,2002-12-06,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TAURAMENA,TAURAMENA,21,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,TUNJA,C.C.,1998-07-15,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,VILLAPINZÓN,VILLAPINZÓN,25,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,TUNJA,C.C.,2002-10-26,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SABOYÁ,BOGOTA D.E,21,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,TUNJA,C.C.,1995-04-30,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,YOPAL,YOPAL,28,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,TUNJA,C.C.,1994-12-08,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,GARAGOA,BOGOTA D.E,29,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,SOGAMOSO,T.I.,2004-12-13,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,MONGUA,19,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,DUITAMA,C.C.,1993-01-05,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAZ DE ARIPORO,SOGAMOSO,30,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,DUITAMA,C.C.,1994-12-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,SANTA FE DE BOGOTA D.C,29,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,CHIQUINQUIRA,C.C.,1998-06-12,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,25,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,CHIQUINQUIRA,C.C.,2001-06-07,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SIMIJACA,SIMIJACA,22,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,SANTA FE DE BOGOTA,T.I.,2004-07-17,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,GARAGOA,GUATEQUE,19,16-20,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,SANTA FE DE BOGOTA,C.C.,1991-11-17,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,LA VEGA,LA VEGA,32,31+,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,GARAGOA,C.C.,1997-01-16,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,OTANCHE,MOTAVITA,26,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,GARAGOA,C.C.,2003-06-14,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,GARAGOA,PACHAVITA,20,16-20,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,RIONEGRO,C.C.,2001-09-17,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CONCORDIA,CONCORDIA,22,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,RIONEGRO,C.C.,2001-08-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SANTA MARTA,SANTA MARTA,22,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,OTRA,VIRTUAL,YOPAL,C.C.,1993-10-07,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,30,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,GARAGOA,T.I.,2003-07-11,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TENZA,20,16-20,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1982-05-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,41,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1993-05-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,30,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,2001-05-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,22,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1995-12-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,28,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,2001-02-20,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,22,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1995-03-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TIBASOSA,TIBASOSA,28,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1984-05-05,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,FIRAVITOBA,DUITAMA,39,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,DUITAMA,C.C.,1995-07-21,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,28,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,CHIQUINQUIRA,C.C.,2001-04-04,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BUCARAMANGA,BUCARAMANGA,22,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,CHIQUINQUIRA,C.C.,1997-10-18,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,26,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,CHIQUINQUIRA,C.C.,1995-06-16,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,CHIQUINQUIRÁ,28,26-30,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,YOPAL,C.C.,2003-05-17,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,YOPAL,20,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,YOPAL,C.C.,1996-05-16,F,3,PERDIO CUPO A130/98 ART.80 LIT. E,AGUAZUL,YOPAL,27,26-30,2023.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,YOPAL,C.C.,2002-09-04,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,21,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,YOPAL,C.C.,2001-05-26,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,YOPAL,22,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,YOPAL,T.I.,2004-11-04,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,YOPAL,YOPAL,19,16-20,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,SOGAMOSO,C.C.,1990-05-17,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,33,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,SOGAMOSO,C.C.,1992-10-04,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,31,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,SOGAMOSO,T.I.,2004-06-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,FLORESTA,FLORESTA,19,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,GARAGOA,C.C.,2000-05-23,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,LORICA,SANTA MARÍA,23,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,SOGAMOSO,C.C.,1998-08-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,DUITAMA,25,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,SOGAMOSO,C.C.,1991-06-07,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,EL CARMEN DE ATRATO,SANTA ROSA DE VITERBO,32,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,SOGAMOSO,C.C.,1987-10-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,36,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,OTRA,VIRTUAL,SOGAMOSO,C.C.,1990-07-03,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,33,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,OTRA,VIRTUAL,RONDON,C.C.,2002-12-20,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SAN JUAN DEL CESAR,SANTA MARTA,21,21-25,2023.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,OTRA,VIRTUAL,SOGAMOSO,C.C.,1984-06-18,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,FIRAVITOBA,39,31+,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,OTRA,DISTANCIA,TUNJA,C.C.,2000-08-04,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,23,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,OTRA,DISTANCIA,RIONEGRO,C.C.,1998-09-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,PUERTO BOYACÁ,MEDELLÍN,25,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,OTRA,DISTANCIA,RIONEGRO,C.C.,1995-12-08,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,MEDELLÍN,MEDELLÍN,28,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,OTRA,DISTANCIA,SANTA FE DE BOGOTA,C.C.,1993-02-26,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,30,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,2003-09-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,20,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-10-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,24,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-05-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,RAMIRIQUÍ,RONDÓN,21,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-08-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SAN LUIS DE PALENQUE,ZETAQUIRA,21,21-25,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-01-22,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,27,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA CIVIL,DIURNA,PRESENCIAL,TUNJA,C.C.,1997-05-10,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAIPA,PAIPA,26,26-30,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2023,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-09-13,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SANTA MARTA,CUCAITA,19,16-20,2023.0,1,2.0,BAJO,UPTC,ACADEMICA,1
